mark_id,learner_id,subject,teacher_id,term,mark
5540,231,Information Technology,24,4,70
5541,231,History,16,1,80
5542,231,History,16,2,73
5543,231,History,16,3,81
5544,231,History,16,4,81
5545,232,English,5,1,74
5546,232,English,5,2,85
5547,232,English,5,3,78
5548,232,English,5,4,78
5549,232,Afrikaans,9,1,56
5550,232,Afrikaans,9,2,71
5551,232,Afrikaans,9,3,67
5552,232,Afrikaans,9,4,66
5553,232,Mathematics,2,1,59
5554,232,Mathematics,2,2,59
5555,232,Mathematics,2,3,58
5556,232,Mathematics,2,4,55
5557,232,Geography,20,1,59
5558,232,Geography,20,2,60
5559,232,Geography,20,3,63
5560,232,Geography,20,4,63
5561,232,Information Technology,24,1,68
5562,232,Information Technology,24,2,68
5563,232,Information Technology,24,3,62
5564,232,Information Technology,24,4,68
5565,232,Accounting,27,1,50
5566,232,Accounting,27,2,44
5567,232,Accounting,27,3,53
5568,232,Accounting,27,4,41
5569,233,English,5,1,74
5570,233,English,5,2,69
5571,233,English,5,3,62
5572,233,English,5,4,65
5573,233,Afrikaans,7,1,48
5574,233,Afrikaans,7,2,44
5575,233,Afrikaans,7,3,58
5576,233,Afrikaans,7,4,43
5577,233,Mathematics,3,1,49
5578,233,Mathematics,3,2,45
5579,233,Mathematics,3,3,55
5580,233,Mathematics,3,4,52
5581,233,Physical Science,12,1,50
5582,233,Physical Science,12,2,52
5583,233,Physical Science,12,3,59
5584,233,Physical Science,12,4,45
5585,233,Accounting,26,1,64
5586,233,Accounting,26,2,74
5587,233,Accounting,26,3,79
5588,233,Accounting,26,4,63
5589,233,Life Science,15,1,58
5590,233,Life Science,15,2,61
5591,233,Life Science,15,3,60
5592,233,Life Science,15,4,53
5593,234,English,4,1,50
5594,234,English,4,2,59
5595,234,English,4,3,61
5596,234,English,4,4,48
5597,234,Afrikaans,8,1,67
5598,234,Afrikaans,8,2,65
5599,234,Afrikaans,8,3,67
5600,234,Afrikaans,8,4,70
5601,234,Mathematics,1,1,74
5602,234,Mathematics,1,2,64
5603,234,Mathematics,1,3,68
5604,234,Mathematics,1,4,65
5605,234,Geography,21,1,85
5606,234,Geography,21,2,79
5607,234,Geography,21,3,77
5608,234,Geography,21,4,71
5609,234,Accounting,25,1,57
5610,234,Accounting,25,2,45
5611,234,Accounting,25,3,55
5612,234,Accounting,25,4,50
5613,234,Life Science,13,1,81
5614,234,Life Science,13,2,86
5615,234,Life Science,13,3,85
5616,234,Life Science,13,4,85
5617,235,English,5,1,76
5618,235,English,5,2,77
5619,235,English,5,3,84
5620,235,English,5,4,89
5621,235,Afrikaans,8,1,68
5622,235,Afrikaans,8,2,71
5623,235,Afrikaans,8,3,64
5624,235,Afrikaans,8,4,72
5625,235,Mathematics,2,1,52
5626,235,Mathematics,2,2,60
5627,235,Mathematics,2,3,61
5628,235,Mathematics,2,4,59
5629,235,Geography,21,1,53
5630,235,Geography,21,2,62
5631,235,Geography,21,3,51
5632,235,Geography,21,4,57
5633,235,History,18,1,58
5634,235,History,18,2,59
5635,235,History,18,3,52
5636,235,History,18,4,56
5637,235,Accounting,25,1,78
5638,235,Accounting,25,2,68
5639,235,Accounting,25,3,76
5640,235,Accounting,25,4,67
5641,236,English,5,1,61
5642,236,English,5,2,55
5643,236,English,5,3,58
5644,236,English,5,4,59
5645,236,Afrikaans,9,1,55
5646,236,Afrikaans,9,2,53
5647,236,Afrikaans,9,3,63
5648,236,Afrikaans,9,4,48
5649,236,Mathematics,3,1,61
5650,236,Mathematics,3,2,63
5651,236,Mathematics,3,3,75
5652,236,Mathematics,3,4,73
5653,236,Geography,20,1,72
5654,236,Geography,20,2,66
5655,236,Geography,20,3,72
5656,236,Geography,20,4,61
5657,236,Accounting,26,1,42
5658,236,Accounting,26,2,37
5659,236,Accounting,26,3,38
5660,236,Accounting,26,4,44
5661,236,Physical Science,12,1,74
5662,236,Physical Science,12,2,73
5663,236,Physical Science,12,3,61
5664,236,Physical Science,12,4,61
5665,237,English,6,1,81
5666,237,English,6,2,88
5667,237,English,6,3,78
5668,237,English,6,4,89
5669,237,Afrikaans,9,1,59
5670,237,Afrikaans,9,2,59
5671,237,Afrikaans,9,3,54
5672,237,Afrikaans,9,4,57
5673,237,Mathematics,1,1,52
5674,237,Mathematics,1,2,46
5675,237,Mathematics,1,3,55
5676,237,Mathematics,1,4,48
5677,237,History,16,1,44
5678,237,History,16,2,52
5679,237,History,16,3,48
5680,237,History,16,4,58
5681,237,Geography,21,1,66
5682,237,Geography,21,2,67
5683,237,Geography,21,3,62
5684,237,Geography,21,4,67
5685,237,Accounting,26,1,63
5686,237,Accounting,26,2,78
5687,237,Accounting,26,3,65
5688,237,Accounting,26,4,74
5689,238,English,5,1,72
5690,238,English,5,2,59
5691,238,English,5,3,58
5692,238,English,5,4,59
5693,238,Afrikaans,9,1,67
5694,238,Afrikaans,9,2,68
5695,238,Afrikaans,9,3,72
5696,238,Afrikaans,9,4,68
5697,238,Mathematics,2,1,46
5698,238,Mathematics,2,2,44
5699,238,Mathematics,2,3,57
5700,238,Mathematics,2,4,44
5701,238,Accounting,27,1,44
5702,238,Accounting,27,2,40
5703,238,Accounting,27,3,36
5704,238,Accounting,27,4,41
5705,238,History,17,1,51
5706,238,History,17,2,51
5707,238,History,17,3,47
5708,238,History,17,4,59
5709,238,Information Technology,22,1,70
5710,238,Information Technology,22,2,77
5711,238,Information Technology,22,3,77
5712,238,Information Technology,22,4,73
5713,239,English,6,1,84
5714,239,English,6,2,90
5715,239,English,6,3,91
5716,239,English,6,4,81
5717,239,Afrikaans,7,1,57
5718,239,Afrikaans,7,2,54
5719,239,Afrikaans,7,3,62
5720,239,Afrikaans,7,4,61
5721,239,Mathematics,2,1,43
5722,239,Mathematics,2,2,55
5723,239,Mathematics,2,3,53
5724,239,Mathematics,2,4,43
5725,239,Life Science,15,1,68
5726,239,Life Science,15,2,76
5727,239,Life Science,15,3,69
5728,239,Life Science,15,4,64
5729,239,Geography,19,1,67
5730,239,Geography,19,2,57
5731,239,Geography,19,3,58
5732,239,Geography,19,4,62
5733,239,Physical Science,10,1,65
5734,239,Physical Science,10,2,71
5735,239,Physical Science,10,3,59
5736,239,Physical Science,10,4,61
5737,240,English,5,1,58
5738,240,English,5,2,65
5739,240,English,5,3,67
5740,240,English,5,4,59
5741,240,Afrikaans,8,1,63
5742,240,Afrikaans,8,2,68
5743,240,Afrikaans,8,3,73
5744,240,Afrikaans,8,4,60
5745,240,Mathematics,1,1,53
5746,240,Mathematics,1,2,67
5747,240,Mathematics,1,3,65
5748,240,Mathematics,1,4,69
5749,240,Physical Science,11,1,77
5750,240,Physical Science,11,2,86
5751,240,Physical Science,11,3,70
5752,240,Physical Science,11,4,77
5753,240,Accounting,25,1,38
5754,240,Accounting,25,2,44
5755,240,Accounting,25,3,42
5756,240,Accounting,25,4,48
5757,240,Information Technology,22,1,52
5758,240,Information Technology,22,2,51
5759,240,Information Technology,22,3,54
5760,240,Information Technology,22,4,61
5761,241,English,5,1,79
5762,241,English,5,2,76
5763,241,English,5,3,74
5764,241,English,5,4,82
5765,241,Afrikaans,7,1,51
5766,241,Afrikaans,7,2,57
5767,241,Afrikaans,7,3,64
5768,241,Afrikaans,7,4,60
5769,241,Mathematics,3,1,48
5770,241,Mathematics,3,2,50
5771,241,Mathematics,3,3,41
5772,241,Mathematics,3,4,56
5773,241,Geography,20,1,74
5774,241,Geography,20,2,65
5775,241,Geography,20,3,72
5776,241,Geography,20,4,75
5777,241,Physical Science,12,1,58
5778,241,Physical Science,12,2,57
5779,241,Physical Science,12,3,52
5780,241,Physical Science,12,4,58
5781,241,History,17,1,66
5782,241,History,17,2,70
5783,241,History,17,3,64
5784,241,History,17,4,59
5785,242,English,4,1,67
5786,242,English,4,2,69
5787,242,English,4,3,82
5788,242,English,4,4,69
5789,242,Afrikaans,9,1,50
5790,242,Afrikaans,9,2,53
5791,242,Afrikaans,9,3,55
5792,242,Afrikaans,9,4,53
5793,242,Mathematics,2,1,42
5794,242,Mathematics,2,2,43
5795,242,Mathematics,2,3,44
5796,242,Mathematics,2,4,53
5797,242,Life Science,15,1,56
5798,242,Life Science,15,2,57
5799,242,Life Science,15,3,52
5800,242,Life Science,15,4,48
5801,242,Information Technology,23,1,54
5802,242,Information Technology,23,2,60
5803,242,Information Technology,23,3,52
5804,242,Information Technology,23,4,54
5805,242,Physical Science,11,1,58
5806,242,Physical Science,11,2,63
5807,242,Physical Science,11,3,55
5808,242,Physical Science,11,4,57
5809,243,English,4,1,71
5810,243,English,4,2,80
5811,243,English,4,3,81
5812,243,English,4,4,81
5813,243,Afrikaans,9,1,62
5814,243,Afrikaans,9,2,61
5815,243,Afrikaans,9,3,60
5816,243,Afrikaans,9,4,63
5817,243,Mathematics,1,1,84
5818,243,Mathematics,1,2,75
5819,243,Mathematics,1,3,86
5820,243,Mathematics,1,4,71
5821,243,Information Technology,24,1,72
5822,243,Information Technology,24,2,61
5823,243,Information Technology,24,3,68
5824,243,Information Technology,24,4,63
5825,243,Accounting,27,1,74
5826,243,Accounting,27,2,77
5827,243,Accounting,27,3,81
5828,243,Accounting,27,4,83
5829,243,History,18,1,73
5830,243,History,18,2,68
5831,243,History,18,3,71
5832,243,History,18,4,74
5833,244,English,4,1,53
5834,244,English,4,2,47
5835,244,English,4,3,58
5836,244,English,4,4,49
5837,244,Afrikaans,7,1,52
5838,244,Afrikaans,7,2,46
5839,244,Afrikaans,7,3,46
5840,244,Afrikaans,7,4,62
5841,244,Mathematics,3,1,70
5842,244,Mathematics,3,2,67
5843,244,Mathematics,3,3,68
5844,244,Mathematics,3,4,67
5845,244,Accounting,27,1,69
5846,244,Accounting,27,2,72
5847,244,Accounting,27,3,66
5848,244,Accounting,27,4,59
5849,244,Physical Science,12,1,57
5850,244,Physical Science,12,2,59
5851,244,Physical Science,12,3,68
5852,244,Physical Science,12,4,61
5853,244,Geography,21,1,64
5854,244,Geography,21,2,59
5855,244,Geography,21,3,62
5856,244,Geography,21,4,67
5857,245,English,5,1,81
5858,245,English,5,2,71
5859,245,English,5,3,82
5860,245,English,5,4,83
5861,245,Afrikaans,9,1,59
5862,245,Afrikaans,9,2,67
5863,245,Afrikaans,9,3,53
5864,245,Afrikaans,9,4,63
5865,245,Mathematics,3,1,72
5866,245,Mathematics,3,2,76
5867,245,Mathematics,3,3,80
5868,245,Mathematics,3,4,86
5869,245,History,17,1,57
5870,245,History,17,2,56
5871,245,History,17,3,54
5872,245,History,17,4,49
5873,245,Geography,20,1,48
5874,245,Geography,20,2,58
5875,245,Geography,20,3,58
5876,245,Geography,20,4,48
5877,245,Physical Science,11,1,69
5878,245,Physical Science,11,2,76
5879,245,Physical Science,11,3,68
5880,245,Physical Science,11,4,76
5881,246,English,4,1,64
5882,246,English,4,2,71
5883,246,English,4,3,67
5884,246,English,4,4,64
5885,246,Afrikaans,9,1,65
5886,246,Afrikaans,9,2,66
5887,246,Afrikaans,9,3,74
5888,246,Afrikaans,9,4,67
5889,246,Mathematics,1,1,55
5890,246,Mathematics,1,2,61
5891,246,Mathematics,1,3,58
5892,246,Mathematics,1,4,49
5893,246,History,18,1,65
5894,246,History,18,2,50
5895,246,History,18,3,53
5896,246,History,18,4,52
5897,246,Information Technology,22,1,77
5898,246,Information Technology,22,2,74
5899,246,Information Technology,22,3,70
5900,246,Information Technology,22,4,74
5901,246,Accounting,25,1,49
5902,246,Accounting,25,2,55
5903,246,Accounting,25,3,49
5904,246,Accounting,25,4,48
5905,247,English,5,1,66
5906,247,English,5,2,56
5907,247,English,5,3,67
5908,247,English,5,4,54
5909,247,Afrikaans,7,1,71
5910,247,Afrikaans,7,2,70
5911,247,Afrikaans,7,3,71
5912,247,Afrikaans,7,4,66
5913,247,Mathematics,3,1,49
5914,247,Mathematics,3,2,51
5915,247,Mathematics,3,3,56
5916,247,Mathematics,3,4,57
5917,247,History,17,1,83
5918,247,History,17,2,85
5919,247,History,17,3,82
5920,247,History,17,4,89
5921,247,Physical Science,10,1,47
5922,247,Physical Science,10,2,38
5923,247,Physical Science,10,3,43
5924,247,Physical Science,10,4,37
5925,247,Life Science,14,1,59
5926,247,Life Science,14,2,66
5927,247,Life Science,14,3,74
5928,247,Life Science,14,4,74
5929,248,English,6,1,45
5930,248,English,6,2,46
5931,248,English,6,3,53
5932,248,English,6,4,45
5933,248,Afrikaans,7,1,75
5934,248,Afrikaans,7,2,77
5935,248,Afrikaans,7,3,80
5936,248,Afrikaans,7,4,90
5937,248,Mathematics,1,1,44
5938,248,Mathematics,1,2,48
5939,248,Mathematics,1,3,40
5940,248,Mathematics,1,4,47
5941,248,Life Science,15,1,78
5942,248,Life Science,15,2,81
5943,248,Life Science,15,3,78
5944,248,Life Science,15,4,79
5945,248,Geography,19,1,70
5946,248,Geography,19,2,67
5947,248,Geography,19,3,71
5948,248,Geography,19,4,72
5949,248,Accounting,26,1,59
5950,248,Accounting,26,2,69
5951,248,Accounting,26,3,68
5952,248,Accounting,26,4,61
5953,249,English,4,1,53
5954,249,English,4,2,51
5955,249,English,4,3,43
5956,249,English,4,4,39
5957,249,Afrikaans,8,1,78
5958,249,Afrikaans,8,2,91
5959,249,Afrikaans,8,3,83
5960,249,Afrikaans,8,4,82
5961,249,Mathematics,2,1,69
5962,249,Mathematics,2,2,70
5963,249,Mathematics,2,3,71
5964,249,Mathematics,2,4,68
5965,249,Physical Science,10,1,42
5966,249,Physical Science,10,2,52
5967,249,Physical Science,10,3,42
5968,249,Physical Science,10,4,53
5969,249,History,16,1,52
5970,249,History,16,2,56
5971,249,History,16,3,49
5972,249,History,16,4,57
5973,249,Information Technology,24,1,62
5974,249,Information Technology,24,2,71
5975,249,Information Technology,24,3,73
5976,249,Information Technology,24,4,75
5977,250,English,5,1,57
5978,250,English,5,2,54
5979,250,English,5,3,51
5980,250,English,5,4,49
5981,250,Afrikaans,7,1,86
5982,250,Afrikaans,7,2,71
5983,250,Afrikaans,7,3,74
5984,250,Afrikaans,7,4,85
5985,250,Mathematics,3,1,46
5986,250,Mathematics,3,2,51
5987,250,Mathematics,3,3,42
5988,250,Mathematics,3,4,51
5989,250,Physical Science,10,1,52
5990,250,Physical Science,10,2,44
5991,250,Physical Science,10,3,44
5992,250,Physical Science,10,4,43
5993,250,History,16,1,52
5994,250,History,16,2,53
5995,250,History,16,3,63
5996,250,History,16,4,50
5997,250,Life Science,14,1,58
5998,250,Life Science,14,2,60
5999,250,Life Science,14,3,56
6000,250,Life Science,14,4,55
6001,251,English,6,1,70
6002,251,English,6,2,58
6003,251,English,6,3,59
6004,251,English,6,4,70
6005,251,Afrikaans,7,1,52
6006,251,Afrikaans,7,2,49
6007,251,Afrikaans,7,3,44
6008,251,Afrikaans,7,4,52
6009,251,Mathematics,3,1,68
6010,251,Mathematics,3,2,69
6011,251,Mathematics,3,3,63
6012,251,Mathematics,3,4,63
6013,251,Geography,19,1,58
6014,251,Geography,19,2,64
6015,251,Geography,19,3,57
6016,251,Geography,19,4,58
6017,251,Information Technology,24,1,50
6018,251,Information Technology,24,2,46
6019,251,Information Technology,24,3,43
6020,251,Information Technology,24,4,51
6021,251,Physical Science,11,1,48
6022,251,Physical Science,11,2,50
6023,251,Physical Science,11,3,38
6024,251,Physical Science,11,4,47
6025,252,English,4,1,48
6026,252,English,4,2,54
6027,252,English,4,3,55
6028,252,English,4,4,52
6029,252,Afrikaans,8,1,64
6030,252,Afrikaans,8,2,76
6031,252,Afrikaans,8,3,67
6032,252,Afrikaans,8,4,63
6033,252,Mathematics,2,1,57
6034,252,Mathematics,2,2,71
6035,252,Mathematics,2,3,67
6036,252,Mathematics,2,4,61
6037,252,Information Technology,23,1,60
6038,252,Information Technology,23,2,68
6039,252,Information Technology,23,3,67
6040,252,Information Technology,23,4,57
6041,252,History,16,1,87
6042,252,History,16,2,82
6043,252,History,16,3,79
6044,252,History,16,4,88
6045,252,Physical Science,12,1,65
6046,252,Physical Science,12,2,52
6047,252,Physical Science,12,3,57
6048,252,Physical Science,12,4,64
6049,253,English,5,1,85
6050,253,English,5,2,94
6051,253,English,5,3,88
6052,253,English,5,4,91
6053,253,Afrikaans,8,1,50
6054,253,Afrikaans,8,2,44
6055,253,Afrikaans,8,3,46
6056,253,Afrikaans,8,4,47
6057,253,Mathematics,3,1,40
6058,253,Mathematics,3,2,50
6059,253,Mathematics,3,3,47
6060,253,Mathematics,3,4,44
6061,253,Life Science,15,1,48
6062,253,Life Science,15,2,60
6063,253,Life Science,15,3,58
6064,253,Life Science,15,4,61
6065,253,History,17,1,81
6066,253,History,17,2,82
6067,253,History,17,3,82
6068,253,History,17,4,72
6069,253,Information Technology,23,1,77
6070,253,Information Technology,23,2,77
6071,253,Information Technology,23,3,74
6072,253,Information Technology,23,4,80
6073,254,English,6,1,49
6074,254,English,6,2,55
6075,254,English,6,3,46
6076,254,English,6,4,54
6077,254,Afrikaans,8,1,71
6078,254,Afrikaans,8,2,70
6079,254,Afrikaans,8,3,80
6080,254,Afrikaans,8,4,81
6081,254,Mathematics,1,1,54
6082,254,Mathematics,1,2,56
6083,254,Mathematics,1,3,56
6084,254,Mathematics,1,4,56
6085,254,History,17,1,51
6086,254,History,17,2,43
6087,254,History,17,3,44
6088,254,History,17,4,52
6089,254,Accounting,25,1,66
6090,254,Accounting,25,2,62
6091,254,Accounting,25,3,64
6092,254,Accounting,25,4,72
6093,254,Physical Science,11,1,65
6094,254,Physical Science,11,2,61
6095,254,Physical Science,11,3,63
6096,254,Physical Science,11,4,76
6097,255,English,4,1,73
6098,255,English,4,2,64
6099,255,English,4,3,72
6100,255,English,4,4,67
6101,255,Afrikaans,8,1,42
6102,255,Afrikaans,8,2,46
6103,255,Afrikaans,8,3,51
6104,255,Afrikaans,8,4,54
6105,255,Mathematics,2,1,56
6106,255,Mathematics,2,2,63
6107,255,Mathematics,2,3,53
6108,255,Mathematics,2,4,65
6109,255,Life Science,15,1,70
6110,255,Life Science,15,2,76
6111,255,Life Science,15,3,73
6112,255,Life Science,15,4,62
6113,255,Accounting,25,1,44
6114,255,Accounting,25,2,43
6115,255,Accounting,25,3,44
6116,255,Accounting,25,4,56
6117,255,Geography,19,1,78
6118,255,Geography,19,2,71
6119,255,Geography,19,3,86
6120,255,Geography,19,4,79
6121,256,English,5,1,50
6122,256,English,5,2,57
6123,256,English,5,3,60
6124,256,English,5,4,58
6125,256,Afrikaans,8,1,60
6126,256,Afrikaans,8,2,59
6127,256,Afrikaans,8,3,66
6128,256,Afrikaans,8,4,58
6129,256,Mathematics,1,1,71
6130,256,Mathematics,1,2,78
6131,256,Mathematics,1,3,66
6132,256,Mathematics,1,4,78
6133,256,Physical Science,12,1,81
6134,256,Physical Science,12,2,80
6135,256,Physical Science,12,3,67
6136,256,Physical Science,12,4,81
6137,256,Life Science,15,1,78
6138,256,Life Science,15,2,81
6139,256,Life Science,15,3,78
6140,256,Life Science,15,4,80
6141,256,Accounting,26,1,77
6142,256,Accounting,26,2,72
6143,256,Accounting,26,3,86
6144,256,Accounting,26,4,82
6145,257,English,5,1,47
6146,257,English,5,2,50
6147,257,English,5,3,52
6148,257,English,5,4,51
6149,257,Afrikaans,8,1,50
6150,257,Afrikaans,8,2,43
6151,257,Afrikaans,8,3,44
6152,257,Afrikaans,8,4,45
6153,257,Mathematics,3,1,73
6154,257,Mathematics,3,2,75
6155,257,Mathematics,3,3,69
6156,257,Mathematics,3,4,77
6157,257,Physical Science,12,1,37
6158,257,Physical Science,12,2,39
6159,257,Physical Science,12,3,31
6160,257,Physical Science,12,4,46
6161,257,Information Technology,24,1,67
6162,257,Information Technology,24,2,57
6163,257,Information Technology,24,3,68
6164,257,Information Technology,24,4,63
6165,257,Life Science,14,1,82
6166,257,Life Science,14,2,87
6167,257,Life Science,14,3,77
6168,257,Life Science,14,4,74
6169,258,English,6,1,48
6170,258,English,6,2,42
6171,258,English,6,3,47
6172,258,English,6,4,45
6173,258,Afrikaans,8,1,62
6174,258,Afrikaans,8,2,60
6175,258,Afrikaans,8,3,62
6176,258,Afrikaans,8,4,67
6177,258,Mathematics,2,1,53
6178,258,Mathematics,2,2,62
6179,258,Mathematics,2,3,51
6180,258,Mathematics,2,4,57
6181,258,Geography,20,1,67
6182,258,Geography,20,2,60
6183,258,Geography,20,3,67
6184,258,Geography,20,4,69
6185,258,Accounting,26,1,47
6186,258,Accounting,26,2,52
6187,258,Accounting,26,3,43
6188,258,Accounting,26,4,45
6189,258,Information Technology,23,1,47
6190,258,Information Technology,23,2,45
6191,258,Information Technology,23,3,50
6192,258,Information Technology,23,4,55
6193,259,English,6,1,82
6194,259,English,6,2,90
6195,259,English,6,3,81
6196,259,English,6,4,87
6197,259,Afrikaans,8,1,76
6198,259,Afrikaans,8,2,64
6199,259,Afrikaans,8,3,71
6200,259,Afrikaans,8,4,66
6201,259,Mathematics,1,1,52
6202,259,Mathematics,1,2,52
6203,259,Mathematics,1,3,62
6204,259,Mathematics,1,4,51
6205,259,History,16,1,63
6206,259,History,16,2,72
6207,259,History,16,3,71
6208,259,History,16,4,69
6209,259,Life Science,13,1,54
6210,259,Life Science,13,2,55
6211,259,Life Science,13,3,47
6212,259,Life Science,13,4,50
6213,259,Accounting,25,1,65
6214,259,Accounting,25,2,70
6215,259,Accounting,25,3,61
6216,259,Accounting,25,4,61
6217,260,English,5,1,66
6218,260,English,5,2,59
6219,260,English,5,3,65
6220,260,English,5,4,53
6221,260,Afrikaans,7,1,81
6222,260,Afrikaans,7,2,79
6223,260,Afrikaans,7,3,78
6224,260,Afrikaans,7,4,73
6225,260,Mathematics,2,1,40
6226,260,Mathematics,2,2,45
6227,260,Mathematics,2,3,47
6228,260,Mathematics,2,4,40
6229,260,History,16,1,74
6230,260,History,16,2,77
6231,260,History,16,3,66
6232,260,History,16,4,70
6233,260,Accounting,27,1,50
6234,260,Accounting,27,2,38
6235,260,Accounting,27,3,38
6236,260,Accounting,27,4,38
6237,260,Physical Science,12,1,62
6238,260,Physical Science,12,2,55
6239,260,Physical Science,12,3,65
6240,260,Physical Science,12,4,61
6241,261,English,6,1,90
6242,261,English,6,2,91
6243,261,English,6,3,82
6244,261,English,6,4,91
6245,261,Afrikaans,8,1,73
6246,261,Afrikaans,8,2,75
6247,261,Afrikaans,8,3,68
6248,261,Afrikaans,8,4,67
6249,261,Mathematics,3,1,75
6250,261,Mathematics,3,2,66
6251,261,Mathematics,3,3,68
6252,261,Mathematics,3,4,61
6253,261,Physical Science,10,1,62
6254,261,Physical Science,10,2,59
6255,261,Physical Science,10,3,51
6256,261,Physical Science,10,4,51
6257,261,Life Science,15,1,49
6258,261,Life Science,15,2,44
6259,261,Life Science,15,3,47
6260,261,Life Science,15,4,43
6261,261,Information Technology,22,1,49
6262,261,Information Technology,22,2,55
6263,261,Information Technology,22,3,40
6264,261,Information Technology,22,4,53
6265,262,English,5,1,75
6266,262,English,5,2,86
6267,262,English,5,3,86
6268,262,English,5,4,87
6269,262,Afrikaans,7,1,74
6270,262,Afrikaans,7,2,83
6271,262,Afrikaans,7,3,71
6272,262,Afrikaans,7,4,77
6273,262,Mathematics,3,1,45
6274,262,Mathematics,3,2,43
6275,262,Mathematics,3,3,39
6276,262,Mathematics,3,4,48
6277,262,Information Technology,22,1,74
6278,262,Information Technology,22,2,87
6279,262,Information Technology,22,3,78
6280,262,Information Technology,22,4,89
6281,262,Physical Science,12,1,49
6282,262,Physical Science,12,2,46
6283,262,Physical Science,12,3,55
6284,262,Physical Science,12,4,48
6285,262,Accounting,27,1,77
6286,262,Accounting,27,2,67
6287,262,Accounting,27,3,79
6288,262,Accounting,27,4,81
6289,263,English,5,1,68
6290,263,English,5,2,74
6291,263,English,5,3,66
6292,263,English,5,4,73
6293,263,Afrikaans,7,1,55
6294,263,Afrikaans,7,2,61
6295,263,Afrikaans,7,3,61
6296,263,Afrikaans,7,4,67
6297,263,Mathematics,3,1,58
6298,263,Mathematics,3,2,56
6299,263,Mathematics,3,3,50
6300,263,Mathematics,3,4,62
6301,263,History,17,1,62
6302,263,History,17,2,69
6303,263,History,17,3,54
6304,263,History,17,4,67
6305,263,Geography,19,1,93
6306,263,Geography,19,2,79
6307,263,Geography,19,3,89
6308,263,Geography,19,4,78
6309,263,Information Technology,23,1,88
6310,263,Information Technology,23,2,84
6311,263,Information Technology,23,3,83
6312,263,Information Technology,23,4,85
6313,264,English,6,1,45
6314,264,English,6,2,56
6315,264,English,6,3,50
6316,264,English,6,4,57
6317,264,Afrikaans,7,1,59
6318,264,Afrikaans,7,2,62
6319,264,Afrikaans,7,3,72
6320,264,Afrikaans,7,4,74
6321,264,Mathematics,3,1,46
6322,264,Mathematics,3,2,60
6323,264,Mathematics,3,3,60
6324,264,Mathematics,3,4,48
6325,264,Geography,20,1,68
6326,264,Geography,20,2,80
6327,264,Geography,20,3,65
6328,264,Geography,20,4,69
6329,264,Information Technology,23,1,58
6330,264,Information Technology,23,2,66
6331,264,Information Technology,23,3,63
6332,264,Information Technology,23,4,62
6333,264,Accounting,25,1,64
6334,264,Accounting,25,2,66
6335,264,Accounting,25,3,58
6336,264,Accounting,25,4,61
6337,265,English,6,1,59
6338,265,English,6,2,59
6339,265,English,6,3,50
6340,265,English,6,4,49
6341,265,Afrikaans,8,1,72
6342,265,Afrikaans,8,2,59
6343,265,Afrikaans,8,3,70
6344,265,Afrikaans,8,4,65
6345,265,Mathematics,1,1,45
6346,265,Mathematics,1,2,48
6347,265,Mathematics,1,3,40
6348,265,Mathematics,1,4,43
6349,265,Geography,20,1,77
6350,265,Geography,20,2,74
6351,265,Geography,20,3,65
6352,265,Geography,20,4,69
6353,265,History,17,1,67
6354,265,History,17,2,60
6355,265,History,17,3,55
6356,265,History,17,4,65
6357,265,Life Science,14,1,84
6358,265,Life Science,14,2,73
6359,265,Life Science,14,3,79
6360,265,Life Science,14,4,81
6361,266,English,5,1,83
6362,266,English,5,2,75
6363,266,English,5,3,74
6364,266,English,5,4,74
6365,266,Afrikaans,9,1,42
6366,266,Afrikaans,9,2,42
6367,266,Afrikaans,9,3,49
6368,266,Afrikaans,9,4,54
6369,266,Mathematics,2,1,39
6370,266,Mathematics,2,2,33
6371,266,Mathematics,2,3,42
6372,266,Mathematics,2,4,45
6373,266,Information Technology,24,1,73
6374,266,Information Technology,24,2,86
6375,266,Information Technology,24,3,88
6376,266,Information Technology,24,4,82
6377,266,Physical Science,12,1,63
6378,266,Physical Science,12,2,50
6379,266,Physical Science,12,3,61
6380,266,Physical Science,12,4,55
6381,266,History,17,1,83
6382,266,History,17,2,95
6383,266,History,17,3,84
6384,266,History,17,4,86
6385,267,English,5,1,59
6386,267,English,5,2,64
6387,267,English,5,3,63
6388,267,English,5,4,69
6389,267,Afrikaans,7,1,64
6390,267,Afrikaans,7,2,52
6391,267,Afrikaans,7,3,65
6392,267,Afrikaans,7,4,54
6393,267,Mathematics,3,1,48
6394,267,Mathematics,3,2,51
6395,267,Mathematics,3,3,47
6396,267,Mathematics,3,4,48
6397,267,Geography,19,1,65
6398,267,Geography,19,2,72
6399,267,Geography,19,3,70
6400,267,Geography,19,4,68
6401,267,Physical Science,10,1,57
6402,267,Physical Science,10,2,63
6403,267,Physical Science,10,3,59
6404,267,Physical Science,10,4,58
6405,267,History,18,1,77
6406,267,History,18,2,80
6407,267,History,18,3,73
6408,267,History,18,4,71
6409,268,English,4,1,63
6410,268,English,4,2,66
6411,268,English,4,3,68
6412,268,English,4,4,54
6413,268,Afrikaans,9,1,82
6414,268,Afrikaans,9,2,70
6415,268,Afrikaans,9,3,78
6416,268,Afrikaans,9,4,72
6417,268,Mathematics,1,1,60
6418,268,Mathematics,1,2,57
6419,268,Mathematics,1,3,60
6420,268,Mathematics,1,4,62
6421,268,Accounting,27,1,59
6422,268,Accounting,27,2,50
