mark_id,learner_id,subject,teacher_id,term,mark,risk_category
5305,222,English,5,1,79,Strong
5306,222,English,5,2,74,Strong
5307,222,English,5,3,86,Strong
5308,222,English,5,4,75,Strong
5309,222,Afrikaans,7,1,91,Strong
5310,222,Afrikaans,7,2,80,Strong
5311,222,Afrikaans,7,3,79,Strong
5312,222,Afrikaans,7,4,78,Strong
5313,222,Mathematics,3,1,46,At Risk
5314,222,Mathematics,3,2,44,At Risk
5315,222,Mathematics,3,3,36,High Risk
5316,222,Mathematics,3,4,38,High Risk
5317,222,Geography,19,1,56,Passing
5318,222,Geography,19,2,43,At Risk
5319,222,Geography,19,3,51,Passing
5320,222,Geography,19,4,55,Passing
5321,222,Information Technology,24,1,42,At Risk
5322,222,Information Technology,24,2,40,At Risk
5323,222,Information Technology,24,3,40,At Risk
5324,222,Information Technology,24,4,48,At Risk
5325,222,Life Science,14,1,74,Strong
5326,222,Life Science,14,2,65,Passing
5327,222,Life Science,14,3,75,Strong
5328,222,Life Science,14,4,69,Passing
5329,223,English,6,1,77,Strong
5330,223,English,6,2,91,Strong
5331,223,English,6,3,89,Strong
5332,223,English,6,4,91,Strong
5333,223,Afrikaans,9,1,67,Passing
5334,223,Afrikaans,9,2,74,Strong
5335,223,Afrikaans,9,3,64,Passing
5336,223,Afrikaans,9,4,78,Strong
5337,223,Mathematics,3,1,75,Strong
5338,223,Mathematics,3,2,71,Strong
5339,223,Mathematics,3,3,68,Passing
5340,223,Mathematics,3,4,68,Passing
5341,223,Information Technology,23,1,37,High Risk
5342,223,Information Technology,23,2,41,At Risk
5343,223,Information Technology,23,3,39,High Risk
5344,223,Information Technology,23,4,51,Passing
5345,223,Physical Science,11,1,57,Passing
5346,223,Physical Science,11,2,59,Passing
5347,223,Physical Science,11,3,61,Passing
5348,223,Physical Science,11,4,60,Passing
5349,223,History,17,1,58,Passing
5350,223,History,17,2,55,Passing
5351,223,History,17,3,52,Passing
5352,223,History,17,4,52,Passing
5353,224,English,4,1,56,Passing
5354,224,English,4,2,60,Passing
5355,224,English,4,3,63,Passing
5356,224,English,4,4,58,Passing
5357,224,Afrikaans,8,1,60,Passing
5358,224,Afrikaans,8,2,60,Passing
5359,224,Afrikaans,8,3,71,Strong
5360,224,Afrikaans,8,4,65,Passing
5361,224,Mathematics,3,1,80,Strong
5362,224,Mathematics,3,2,79,Strong
5363,224,Mathematics,3,3,81,Strong
5364,224,Mathematics,3,4,70,Strong
5365,224,Geography,19,1,76,Strong
5366,224,Geography,19,2,73,Strong
5367,224,Geography,19,3,79,Strong
5368,224,Geography,19,4,88,Strong
5369,224,Physical Science,12,1,66,Passing
5370,224,Physical Science,12,2,78,Strong
5371,224,Physical Science,12,3,76,Strong
5372,224,Physical Science,12,4,71,Strong
5373,224,Information Technology,22,1,53,Passing
5374,224,Information Technology,22,2,49,At Risk
5375,224,Information Technology,22,3,57,Passing
5376,224,Information Technology,22,4,53,Passing
5377,225,English,6,1,83,Strong
5378,225,English,6,2,79,Strong
5379,225,English,6,3,79,Strong
5380,225,English,6,4,78,Strong
5381,225,Afrikaans,9,1,73,Strong
5382,225,Afrikaans,9,2,68,Passing
5383,225,Afrikaans,9,3,66,Passing
5384,225,Afrikaans,9,4,77,Strong
5385,225,Mathematics,2,1,49,At Risk
5386,225,Mathematics,2,2,41,At Risk
5387,225,Mathematics,2,3,34,High Risk
5388,225,Mathematics,2,4,41,At Risk
5389,225,Geography,19,1,67,Passing
5390,225,Geography,19,2,59,Passing
5391,225,Geography,19,3,60,Passing
5392,225,Geography,19,4,68,Passing
5393,225,Accounting,25,1,67,Passing
5394,225,Accounting,25,2,61,Passing
5395,225,Accounting,25,3,67,Passing
5396,225,Accounting,25,4,60,Passing
5397,225,Information Technology,22,1,46,At Risk
5398,225,Information Technology,22,2,35,High Risk
5399,225,Information Technology,22,3,37,High Risk
5400,225,Information Technology,22,4,46,At Risk
5401,226,English,5,1,43,At Risk
5402,226,English,5,2,44,At Risk
5403,226,English,5,3,49,At Risk
5404,226,English,5,4,54,Passing
5405,226,Afrikaans,7,1,60,Passing
5406,226,Afrikaans,7,2,50,Passing
5407,226,Afrikaans,7,3,49,At Risk
5408,226,Afrikaans,7,4,55,Passing
5409,226,Mathematics,2,1,53,Passing
5410,226,Mathematics,2,2,49,At Risk
5411,226,Mathematics,2,3,51,Passing
5412,226,Mathematics,2,4,52,Passing
5413,226,Accounting,25,1,55,Passing
5414,226,Accounting,25,2,52,Passing
5415,226,Accounting,25,3,50,Passing
5416,226,Accounting,25,4,51,Passing
5417,226,Physical Science,12,1,36,High Risk
5418,226,Physical Science,12,2,39,High Risk
5419,226,Physical Science,12,3,34,High Risk
5420,226,Physical Science,12,4,31,High Risk
5421,226,Geography,20,1,59,Passing
5422,226,Geography,20,2,50,Passing
5423,226,Geography,20,3,57,Passing
5424,226,Geography,20,4,53,Passing
5425,227,English,6,1,72,Strong
5426,227,English,6,2,65,Passing
5427,227,English,6,3,69,Passing
5428,227,English,6,4,69,Passing
5429,227,Afrikaans,9,1,63,Passing
5430,227,Afrikaans,9,2,60,Passing
5431,227,Afrikaans,9,3,49,At Risk
5432,227,Afrikaans,9,4,50,Passing
5433,227,Mathematics,2,1,45,At Risk
5434,227,Mathematics,2,2,47,At Risk
5435,227,Mathematics,2,3,47,At Risk
5436,227,Mathematics,2,4,53,Passing
5437,227,Accounting,27,1,67,Passing
5438,227,Accounting,27,2,70,Strong
5439,227,Accounting,27,3,64,Passing
5440,227,Accounting,27,4,58,Passing
5441,227,Geography,20,1,84,Strong
5442,227,Geography,20,2,87,Strong
5443,227,Geography,20,3,82,Strong
5444,227,Geography,20,4,88,Strong
5445,227,Physical Science,10,1,46,At Risk
5446,227,Physical Science,10,2,53,Passing
5447,227,Physical Science,10,3,49,At Risk
5448,227,Physical Science,10,4,61,Passing
5449,228,English,6,1,91,Strong
5450,228,English,6,2,82,Strong
5451,228,English,6,3,78,Strong
5452,228,English,6,4,91,Strong
5453,228,Afrikaans,9,1,78,Strong
5454,228,Afrikaans,9,2,81,Strong
5455,228,Afrikaans,9,3,92,Strong
5456,228,Afrikaans,9,4,88,Strong
5457,228,Mathematics,3,1,75,Strong
5458,228,Mathematics,3,2,79,Strong
5459,228,Mathematics,3,3,80,Strong
5460,228,Mathematics,3,4,78,Strong
5461,228,Physical Science,11,1,51,Passing
5462,228,Physical Science,11,2,52,Passing
5463,228,Physical Science,11,3,57,Passing
5464,228,Physical Science,11,4,56,Passing
5465,228,History,16,1,86,Strong
5466,228,History,16,2,79,Strong
5467,228,History,16,3,83,Strong
5468,228,History,16,4,72,Strong
5469,228,Life Science,14,1,58,Passing
5470,228,Life Science,14,2,57,Passing
5471,228,Life Science,14,3,65,Passing
5472,228,Life Science,14,4,58,Passing
5473,229,English,5,1,70,Strong
5474,229,English,5,2,73,Strong
5475,229,English,5,3,77,Strong
5476,229,English,5,4,76,Strong
5477,229,Afrikaans,8,1,78,Strong
5478,229,Afrikaans,8,2,84,Strong
5479,229,Afrikaans,8,3,81,Strong
5480,229,Afrikaans,8,4,75,Strong
5481,229,Mathematics,1,1,42,At Risk
5482,229,Mathematics,1,2,49,At Risk
5483,229,Mathematics,1,3,54,Passing
5484,229,Mathematics,1,4,56,Passing
5485,229,Physical Science,11,1,59,Passing
5486,229,Physical Science,11,2,53,Passing
5487,229,Physical Science,11,3,66,Passing
5488,229,Physical Science,11,4,68,Passing
5489,229,Life Science,14,1,87,Strong
5490,229,Life Science,14,2,90,Strong
5491,229,Life Science,14,3,91,Strong
5492,229,Life Science,14,4,91,Strong
5493,229,History,18,1,80,Strong
5494,229,History,18,2,78,Strong
5495,229,History,18,3,82,Strong
5496,229,History,18,4,77,Strong
5497,230,English,6,1,68,Passing
5498,230,English,6,2,56,Passing
5499,230,English,6,3,61,Passing
5500,230,English,6,4,70,Strong
5501,230,Afrikaans,9,1,59,Passing
5502,230,Afrikaans,9,2,53,Passing
5503,230,Afrikaans,9,3,62,Passing
5504,230,Afrikaans,9,4,53,Passing
5505,230,Mathematics,3,1,66,Passing
5506,230,Mathematics,3,2,66,Passing
5507,230,Mathematics,3,3,52,Passing
5508,230,Mathematics,3,4,58,Passing
5509,230,Information Technology,23,1,52,Passing
5510,230,Information Technology,23,2,52,Passing
5511,230,Information Technology,23,3,51,Passing
5512,230,Information Technology,23,4,60,Passing
5513,230,Accounting,26,1,42,At Risk
5514,230,Accounting,26,2,46,At Risk
5515,230,Accounting,26,3,42,At Risk
5516,230,Accounting,26,4,46,At Risk
5517,230,History,16,1,65,Passing
5518,230,History,16,2,64,Passing
5519,230,History,16,3,62,Passing
5520,230,History,16,4,60,Passing
5521,231,English,6,1,81,Strong
5522,231,English,6,2,73,Strong
5523,231,English,6,3,82,Strong
5524,231,English,6,4,82,Strong
5525,231,Afrikaans,8,1,71,Strong
5526,231,Afrikaans,8,2,71,Strong
5527,231,Afrikaans,8,3,59,Passing
5528,231,Afrikaans,8,4,74,Strong
5529,231,Mathematics,3,1,68,Passing
5530,231,Mathematics,3,2,76,Strong
5531,231,Mathematics,3,3,71,Strong
5532,231,Mathematics,3,4,71,Strong
5533,231,Geography,20,1,67,Passing
5534,231,Geography,20,2,59,Passing
5535,231,Geography,20,3,68,Passing
5536,231,Geography,20,4,66,Passing
5537,231,Information Technology,24,1,74,Strong
5538,231,Information Technology,24,2,66,Passing
5539,231,Information Technology,24,3,74,Strong
5540,231,Information Technology,24,4,70,Strong
5541,231,History,16,1,80,Strong
5542,231,History,16,2,73,Strong
5543,231,History,16,3,81,Strong
5544,231,History,16,4,81,Strong
5545,232,English,5,1,74,Strong
5546,232,English,5,2,85,Strong
5547,232,English,5,3,78,Strong
5548,232,English,5,4,78,Strong
5549,232,Afrikaans,9,1,56,Passing
5550,232,Afrikaans,9,2,71,Strong
5551,232,Afrikaans,9,3,67,Passing
5552,232,Afrikaans,9,4,66,Passing
5553,232,Mathematics,2,1,59,Passing
5554,232,Mathematics,2,2,59,Passing
5555,232,Mathematics,2,3,58,Passing
5556,232,Mathematics,2,4,55,Passing
5557,232,Geography,20,1,59,Passing
5558,232,Geography,20,2,60,Passing
5559,232,Geography,20,3,63,Passing
5560,232,Geography,20,4,63,Passing
5561,232,Information Technology,24,1,68,Passing
5562,232,Information Technology,24,2,68,Passing
5563,232,Information Technology,24,3,62,Passing
5564,232,Information Technology,24,4,68,Passing
5565,232,Accounting,27,1,50,Passing
5566,232,Accounting,27,2,44,At Risk
5567,232,Accounting,27,3,53,Passing
5568,232,Accounting,27,4,41,At Risk
5569,233,English,5,1,74,Strong
5570,233,English,5,2,69,Passing
5571,233,English,5,3,62,Passing
5572,233,English,5,4,65,Passing
5573,233,Afrikaans,7,1,48,At Risk
5574,233,Afrikaans,7,2,44,At Risk
5575,233,Afrikaans,7,3,58,Passing
5576,233,Afrikaans,7,4,43,At Risk
5577,233,Mathematics,3,1,49,At Risk
5578,233,Mathematics,3,2,45,At Risk
5579,233,Mathematics,3,3,55,Passing
5580,233,Mathematics,3,4,52,Passing
5581,233,Physical Science,12,1,50,Passing
5582,233,Physical Science,12,2,52,Passing
5583,233,Physical Science,12,3,59,Passing
5584,233,Physical Science,12,4,45,At Risk
5585,233,Accounting,26,1,64,Passing
5586,233,Accounting,26,2,74,Strong
5587,233,Accounting,26,3,79,Strong
5588,233,Accounting,26,4,63,Passing
5589,233,Life Science,15,1,58,Passing
5590,233,Life Science,15,2,61,Passing
5591,233,Life Science,15,3,60,Passing
5592,233,Life Science,15,4,53,Passing
5593,234,English,4,1,50,Passing
5594,234,English,4,2,59,Passing
5595,234,English,4,3,61,Passing
5596,234,English,4,4,48,At Risk
5597,234,Afrikaans,8,1,67,Passing
5598,234,Afrikaans,8,2,65,Passing
5599,234,Afrikaans,8,3,67,Passing
5600,234,Afrikaans,8,4,70,Strong
5601,234,Mathematics,1,1,74,Strong
5602,234,Mathematics,1,2,64,Passing
5603,234,Mathematics,1,3,68,Passing
5604,234,Mathematics,1,4,65,Passing
5605,234,Geography,21,1,85,Strong
5606,234,Geography,21,2,79,Strong
5607,234,Geography,21,3,77,Strong
5608,234,Geography,21,4,71,Strong
5609,234,Accounting,25,1,57,Passing
5610,234,Accounting,25,2,45,At Risk
5611,234,Accounting,25,3,55,Passing
5612,234,Accounting,25,4,50,Passing
5613,234,Life Science,13,1,81,Strong
5614,234,Life Science,13,2,86,Strong
5615,234,Life Science,13,3,85,Strong
5616,234,Life Science,13,4,85,Strong
5617,235,English,5,1,76,Strong
5618,235,English,5,2,77,Strong
5619,235,English,5,3,84,Strong
5620,235,English,5,4,89,Strong
5621,235,Afrikaans,8,1,68,Passing
5622,235,Afrikaans,8,2,71,Strong
5623,235,Afrikaans,8,3,64,Passing
5624,235,Afrikaans,8,4,72,Strong
5625,235,Mathematics,2,1,52,Passing
5626,235,Mathematics,2,2,60,Passing
5627,235,Mathematics,2,3,61,Passing
5628,235,Mathematics,2,4,59,Passing
5629,235,Geography,21,1,53,Passing
5630,235,Geography,21,2,62,Passing
5631,235,Geography,21,3,51,Passing
5632,235,Geography,21,4,57,Passing
5633,235,History,18,1,58,Passing
5634,235,History,18,2,59,Passing
5635,235,History,18,3,52,Passing
5636,235,History,18,4,56,Passing
5637,235,Accounting,25,1,78,Strong
5638,235,Accounting,25,2,68,Passing
5639,235,Accounting,25,3,76,Strong
5640,235,Accounting,25,4,67,Passing
5641,236,English,5,1,61,Passing
5642,236,English,5,2,55,Passing
5643,236,English,5,3,58,Passing
5644,236,English,5,4,59,Passing
5645,236,Afrikaans,9,1,55,Passing
5646,236,Afrikaans,9,2,53,Passing
5647,236,Afrikaans,9,3,63,Passing
5648,236,Afrikaans,9,4,48,At Risk
5649,236,Mathematics,3,1,61,Passing
5650,236,Mathematics,3,2,63,Passing
5651,236,Mathematics,3,3,75,Strong
5652,236,Mathematics,3,4,73,Strong
5653,236,Geography,20,1,72,Strong
5654,236,Geography,20,2,66,Passing
5655,236,Geography,20,3,72,Strong
5656,236,Geography,20,4,61,Passing
5657,236,Accounting,26,1,42,At Risk
5658,236,Accounting,26,2,37,High Risk
5659,236,Accounting,26,3,38,High Risk
5660,236,Accounting,26,4,44,At Risk
5661,236,Physical Science,12,1,74,Strong
5662,236,Physical Science,12,2,73,Strong
5663,236,Physical Science,12,3,61,Passing
5664,236,Physical Science,12,4,61,Passing
5665,237,English,6,1,81,Strong
5666,237,English,6,2,88,Strong
5667,237,English,6,3,78,Strong
5668,237,English,6,4,89,Strong
5669,237,Afrikaans,9,1,59,Passing
5670,237,Afrikaans,9,2,59,Passing
5671,237,Afrikaans,9,3,54,Passing
5672,237,Afrikaans,9,4,57,Passing
5673,237,Mathematics,1,1,52,Passing
5674,237,Mathematics,1,2,46,At Risk
5675,237,Mathematics,1,3,55,Passing
5676,237,Mathematics,1,4,48,At Risk
5677,237,History,16,1,44,At Risk
5678,237,History,16,2,52,Passing
5679,237,History,16,3,48,At Risk
5680,237,History,16,4,58,Passing
5681,237,Geography,21,1,66,Passing
5682,237,Geography,21,2,67,Passing
5683,237,Geography,21,3,62,Passing
5684,237,Geography,21,4,67,Passing
5685,237,Accounting,26,1,63,Passing
5686,237,Accounting,26,2,78,Strong
5687,237,Accounting,26,3,65,Passing
5688,237,Accounting,26,4,74,Strong
5689,238,English,5,1,72,Strong
5690,238,English,5,2,59,Passing
5691,238,English,5,3,58,Passing
5692,238,English,5,4,59,Passing
5693,238,Afrikaans,9,1,67,Passing
5694,238,Afrikaans,9,2,68,Passing
5695,238,Afrikaans,9,3,72,Strong
5696,238,Afrikaans,9,4,68,Passing
5697,238,Mathematics,2,1,46,At Risk
5698,238,Mathematics,2,2,44,At Risk
5699,238,Mathematics,2,3,57,Passing
5700,238,Mathematics,2,4,44,At Risk
5701,238,Accounting,27,1,44,At Risk
5702,238,Accounting,27,2,40,At Risk
5703,238,Accounting,27,3,36,High Risk
5704,238,Accounting,27,4,41,At Risk
5705,238,History,17,1,51,Passing
5706,238,History,17,2,51,Passing
5707,238,History,17,3,47,At Risk
5708,238,History,17,4,59,Passing
5709,238,Information Technology,22,1,70,Strong
5710,238,Information Technology,22,2,77,Strong
5711,238,Information Technology,22,3,77,Strong
5712,238,Information Technology,22,4,73,Strong
5713,239,English,6,1,84,Strong
5714,239,English,6,2,90,Strong
5715,239,English,6,3,91,Strong
5716,239,English,6,4,81,Strong
5717,239,Afrikaans,7,1,57,Passing
5718,239,Afrikaans,7,2,54,Passing
5719,239,Afrikaans,7,3,62,Passing
5720,239,Afrikaans,7,4,61,Passing
5721,239,Mathematics,2,1,43,At Risk
5722,239,Mathematics,2,2,55,Passing
5723,239,Mathematics,2,3,53,Passing
5724,239,Mathematics,2,4,43,At Risk
5725,239,Life Science,15,1,68,Passing
5726,239,Life Science,15,2,76,Strong
5727,239,Life Science,15,3,69,Passing
5728,239,Life Science,15,4,64,Passing
5729,239,Geography,19,1,67,Passing
5730,239,Geography,19,2,57,Passing
5731,239,Geography,19,3,58,Passing
5732,239,Geography,19,4,62,Passing
5733,239,Physical Science,10,1,65,Passing
5734,239,Physical Science,10,2,71,Strong
5735,239,Physical Science,10,3,59,Passing
5736,239,Physical Science,10,4,61,Passing
5737,240,English,5,1,58,Passing
5738,240,English,5,2,65,Passing
5739,240,English,5,3,67,Passing
5740,240,English,5,4,59,Passing
5741,240,Afrikaans,8,1,63,Passing
5742,240,Afrikaans,8,2,68,Passing
5743,240,Afrikaans,8,3,73,Strong
5744,240,Afrikaans,8,4,60,Passing
5745,240,Mathematics,1,1,53,Passing
5746,240,Mathematics,1,2,67,Passing
5747,240,Mathematics,1,3,65,Passing
5748,240,Mathematics,1,4,69,Passing
5749,240,Physical Science,11,1,77,Strong
5750,240,Physical Science,11,2,86,Strong
5751,240,Physical Science,11,3,70,Strong
5752,240,Physical Science,11,4,77,Strong
5753,240,Accounting,25,1,38,High Risk
5754,240,Accounting,25,2,44,At Risk
5755,240,Accounting,25,3,42,At Risk
5756,240,Accounting,25,4,48,At Risk
5757,240,Information Technology,22,1,52,Passing
5758,240,Information Technology,22,2,51,Passing
5759,240,Information Technology,22,3,54,Passing
5760,240,Information Technology,22,4,61,Passing
5761,241,English,5,1,79,Strong
5762,241,English,5,2,76,Strong
5763,241,English,5,3,74,Strong
5764,241,English,5,4,82,Strong
5765,241,Afrikaans,7,1,51,Passing
5766,241,Afrikaans,7,2,57,Passing
5767,241,Afrikaans,7,3,64,Passing
5768,241,Afrikaans,7,4,60,Passing
5769,241,Mathematics,3,1,48,At Risk
5770,241,Mathematics,3,2,50,Passing
5771,241,Mathematics,3,3,41,At Risk
5772,241,Mathematics,3,4,56,Passing
5773,241,Geography,20,1,74,Strong
5774,241,Geography,20,2,65,Passing
5775,241,Geography,20,3,72,Strong
5776,241,Geography,20,4,75,Strong
5777,241,Physical Science,12,1,58,Passing
5778,241,Physical Science,12,2,57,Passing
5779,241,Physical Science,12,3,52,Passing
5780,241,Physical Science,12,4,58,Passing
5781,241,History,17,1,66,Passing
5782,241,History,17,2,70,Strong
5783,241,History,17,3,64,Passing
5784,241,History,17,4,59,Passing
5785,242,English,4,1,67,Passing
5786,242,English,4,2,69,Passing
5787,242,English,4,3,82,Strong
5788,242,English,4,4,69,Passing
5789,242,Afrikaans,9,1,50,Passing
5790,242,Afrikaans,9,2,53,Passing
5791,242,Afrikaans,9,3,55,Passing
5792,242,Afrikaans,9,4,53,Passing
5793,242,Mathematics,2,1,42,At Risk
5794,242,Mathematics,2,2,43,At Risk
5795,242,Mathematics,2,3,44,At Risk
5796,242,Mathematics,2,4,53,Passing
5797,242,Life Science,15,1,56,Passing
5798,242,Life Science,15,2,57,Passing
5799,242,Life Science,15,3,52,Passing
5800,242,Life Science,15,4,48,At Risk
5801,242,Information Technology,23,1,54,Passing
5802,242,Information Technology,23,2,60,Passing
5803,242,Information Technology,23,3,52,Passing
5804,242,Information Technology,23,4,54,Passing
5805,242,Physical Science,11,1,58,Passing
5806,242,Physical Science,11,2,63,Passing
5807,242,Physical Science,11,3,55,Passing
5808,242,Physical Science,11,4,57,Passing
5809,243,English,4,1,71,Strong
5810,243,English,4,2,80,Strong
5811,243,English,4,3,81,Strong
5812,243,English,4,4,81,Strong
5813,243,Afrikaans,9,1,62,Passing
5814,243,Afrikaans,9,2,61,Passing
5815,243,Afrikaans,9,3,60,Passing
5816,243,Afrikaans,9,4,63,Passing
5817,243,Mathematics,1,1,84,Strong
5818,243,Mathematics,1,2,75,Strong
5819,243,Mathematics,1,3,86,Strong
5820,243,Mathematics,1,4,71,Strong
5821,243,Information Technology,24,1,72,Strong
5822,243,Information Technology,24,2,61,Passing
5823,243,Information Technology,24,3,68,Passing
5824,243,Information Technology,24,4,63,Passing
5825,243,Accounting,27,1,74,Strong
5826,243,Accounting,27,2,77,Strong
5827,243,Accounting,27,3,81,Strong
5828,243,Accounting,27,4,83,Strong
5829,243,History,18,1,73,Strong
5830,243,History,18,2,68,Passing
5831,243,History,18,3,71,Strong
5832,243,History,18,4,74,Strong
5833,244,English,4,1,53,Passing
5834,244,English,4,2,47,At Risk
5835,244,English,4,3,58,Passing
5836,244,English,4,4,49,At Risk
5837,244,Afrikaans,7,1,52,Passing
5838,244,Afrikaans,7,2,46,At Risk
5839,244,Afrikaans,7,3,46,At Risk
5840,244,Afrikaans,7,4,62,Passing
5841,244,Mathematics,3,1,70,Strong
5842,244,Mathematics,3,2,67,Passing
5843,244,Mathematics,3,3,68,Passing
5844,244,Mathematics,3,4,67,Passing
5845,244,Accounting,27,1,69,Passing
5846,244,Accounting,27,2,72,Strong
5847,244,Accounting,27,3,66,Passing
5848,244,Accounting,27,4,59,Passing
5849,244,Physical Science,12,1,57,Passing
5850,244,Physical Science,12,2,59,Passing
5851,244,Physical Science,12,3,68,Passing
5852,244,Physical Science,12,4,61,Passing
5853,244,Geography,21,1,64,Passing
5854,244,Geography,21,2,59,Passing
5855,244,Geography,21,3,62,Passing
5856,244,Geography,21,4,67,Passing
5857,245,English,5,1,81,Strong
5858,245,English,5,2,71,Strong
5859,245,English,5,3,82,Strong
5860,245,English,5,4,83,Strong
5861,245,Afrikaans,9,1,59,Passing
5862,245,Afrikaans,9,2,67,Passing
5863,245,Afrikaans,9,3,53,Passing
5864,245,Afrikaans,9,4,63,Passing
5865,245,Mathematics,3,1,72,Strong
5866,245,Mathematics,3,2,76,Strong
5867,245,Mathematics,3,3,80,Strong
5868,245,Mathematics,3,4,86,Strong
5869,245,History,17,1,57,Passing
5870,245,History,17,2,56,Passing
5871,245,History,17,3,54,Passing
5872,245,History,17,4,49,At Risk
5873,245,Geography,20,1,48,At Risk
5874,245,Geography,20,2,58,Passing
5875,245,Geography,20,3,58,Passing
5876,245,Geography,20,4,48,At Risk
5877,245,Physical Science,11,1,69,Passing
5878,245,Physical Science,11,2,76,Strong
5879,245,Physical Science,11,3,68,Passing
5880,245,Physical Science,11,4,76,Strong
5881,246,English,4,1,64,Passing
5882,246,English,4,2,71,Strong
5883,246,English,4,3,67,Passing
5884,246,English,4,4,64,Passing
5885,246,Afrikaans,9,1,65,Passing
5886,246,Afrikaans,9,2,66,Passing
5887,246,Afrikaans,9,3,74,Strong
5888,246,Afrikaans,9,4,67,Passing
5889,246,Mathematics,1,1,55,Passing
5890,246,Mathematics,1,2,61,Passing
5891,246,Mathematics,1,3,58,Passing
5892,246,Mathematics,1,4,49,At Risk
5893,246,History,18,1,65,Passing
5894,246,History,18,2,50,Passing
5895,246,History,18,3,53,Passing
5896,246,History,18,4,52,Passing
5897,246,Information Technology,22,1,77,Strong
5898,246,Information Technology,22,2,74,Strong
5899,246,Information Technology,22,3,70,Strong
5900,246,Information Technology,22,4,74,Strong
5901,246,Accounting,25,1,49,At Risk
5902,246,Accounting,25,2,55,Passing
5903,246,Accounting,25,3,49,At Risk
5904,246,Accounting,25,4,48,At Risk
5905,247,English,5,1,66,Passing
5906,247,English,5,2,56,Passing
5907,247,English,5,3,67,Passing
5908,247,English,5,4,54,Passing
5909,247,Afrikaans,7,1,71,Strong
5910,247,Afrikaans,7,2,70,Strong
5911,247,Afrikaans,7,3,71,Strong
5912,247,Afrikaans,7,4,66,Passing
5913,247,Mathematics,3,1,49,At Risk
5914,247,Mathematics,3,2,51,Passing
5915,247,Mathematics,3,3,56,Passing
5916,247,Mathematics,3,4,57,Passing
5917,247,History,17,1,83,Strong
5918,247,History,17,2,85,Strong
5919,247,History,17,3,82,Strong
5920,247,History,17,4,89,Strong
5921,247,Physical Science,10,1,47,At Risk
5922,247,Physical Science,10,2,38,High Risk
5923,247,Physical Science,10,3,43,At Risk
5924,247,Physical Science,10,4,37,High Risk
5925,247,Life Science,14,1,59,Passing
5926,247,Life Science,14,2,66,Passing
5927,247,Life Science,14,3,74,Strong
5928,247,Life Science,14,4,74,Strong
5929,248,English,6,1,45,At Risk
5930,248,English,6,2,46,At Risk
5931,248,English,6,3,53,Passing
5932,248,English,6,4,45,At Risk
5933,248,Afrikaans,7,1,75,Strong
5934,248,Afrikaans,7,2,77,Strong
5935,248,Afrikaans,7,3,80,Strong
5936,248,Afrikaans,7,4,90,Strong
5937,248,Mathematics,1,1,44,At Risk
5938,248,Mathematics,1,2,48,At Risk
5939,248,Mathematics,1,3,40,At Risk
5940,248,Mathematics,1,4,47,At Risk
5941,248,Life Science,15,1,78,Strong
5942,248,Life Science,15,2,81,Strong
5943,248,Life Science,15,3,78,Strong
5944,248,Life Science,15,4,79,Strong
5945,248,Geography,19,1,70,Strong
5946,248,Geography,19,2,67,Passing
5947,248,Geography,19,3,71,Strong
5948,248,Geography,19,4,72,Strong
5949,248,Accounting,26,1,59,Passing
5950,248,Accounting,26,2,69,Passing
5951,248,Accounting,26,3,68,Passing
5952,248,Accounting,26,4,61,Passing
5953,249,English,4,1,53,Passing
5954,249,English,4,2,51,Passing
5955,249,English,4,3,43,At Risk
5956,249,English,4,4,39,High Risk
5957,249,Afrikaans,8,1,78,Strong
5958,249,Afrikaans,8,2,91,Strong
5959,249,Afrikaans,8,3,83,Strong
5960,249,Afrikaans,8,4,82,Strong
5961,249,Mathematics,2,1,69,Passing
5962,249,Mathematics,2,2,70,Strong
5963,249,Mathematics,2,3,71,Strong
5964,249,Mathematics,2,4,68,Passing
5965,249,Physical Science,10,1,42,At Risk
5966,249,Physical Science,10,2,52,Passing
5967,249,Physical Science,10,3,42,At Risk
5968,249,Physical Science,10,4,53,Passing
5969,249,History,16,1,52,Passing
5970,249,History,16,2,56,Passing
5971,249,History,16,3,49,At Risk
5972,249,History,16,4,57,Passing
5973,249,Information Technology,24,1,62,Passing
5974,249,Information Technology,24,2,71,Strong
5975,249,Information Technology,24,3,73,Strong
5976,249,Information Technology,24,4,75,Strong
5977,250,English,5,1,57,Passing
5978,250,English,5,2,54,Passing
5979,250,English,5,3,51,Passing
5980,250,English,5,4,49,At Risk
5981,250,Afrikaans,7,1,86,Strong
5982,250,Afrikaans,7,2,71,Strong
5983,250,Afrikaans,7,3,74,Strong
5984,250,Afrikaans,7,4,85,Strong
5985,250,Mathematics,3,1,46,At Risk
5986,250,Mathematics,3,2,51,Passing
5987,250,Mathematics,3,3,42,At Risk
5988,250,Mathematics,3,4,51,Passing
5989,250,Physical Science,10,1,52,Passing
5990,250,Physical Science,10,2,44,At Risk
5991,250,Physical Science,10,3,44,At Risk
5992,250,Physical Science,10,4,43,At Risk
5993,250,History,16,1,52,Passing
5994,250,History,16,2,53,Passing
5995,250,History,16,3,63,Passing
5996,250,History,16,4,50,Passing
5997,250,Life Science,14,1,58,Passing
5998,250,Life Science,14,2,60,Passing
5999,250,Life Science,14,3,56,Passing
6000,250,Life Science,14,4,55,Passing
6001,251,English,6,1,70,Strong
6002,251,English,6,2,58,Passing
6003,251,English,6,3,59,Passing
